feature,importance
project_key_SB,0.0
project_key_SAVAN,0.0
project_key_SANDESHA2C,0.0
project_key_SANDESHA2,0.0
project_key_ARIA,0.0
project_key_STATISTICS,0.0
project_key_KITTY,0.0
project_key_KATO,0.0
project_key_KAND,0.0
project_key_SMX4NMR,0.0
project_key_SMX4KNL,0.0
project_key_SITE,0.0
project_key_SIRONA,0.0
project_key_KALUMET,0.0
project_key_JXR,0.0
project_key_ECS,0.0
project_key_EASYANT,0.0
project_key_JXPATH,0.0
project_key_DVSL,0.0
project_key_DUBBO,0.0
project_key_DTACLOUD,0.0
project_key_DIRTSEC,0.0
project_key_JUNEAU,0.0
project_key_DIRSHARED,0.0
project_key_DIRNAMING,0.0
project_key_DIRGROOVY,0.0
project_key_DIRECTMEMORY,0.0
project_key_DIRAPI,0.0
project_key_DIGESTER,0.0
project_key_JSIEVE,0.0
project_key_DDLUTILS,0.0
project_key_JOHNZON,0.0
issue_type_Unknown,0.0
project_key_STONEHENGE,0.0
project_key_STOMP,0.0
project_key_STEVE,0.0
issue_type_Technical Debt,0.0
project_key_JCRCL,0.0
project_key_CXFXJC,0.0
project_key_JCRBENCH,0.0
project_key_CRYPTO,0.0
project_key_JCI,0.0
project_key_CRAIL,0.0
project_key_COTTON,0.0
project_key_TENTACLES,0.0
project_key_JACOB,0.0
project_key_IVYDE,0.0
project_key_TASHI,0.0
project_key_LIVY,0.0
project_key_LCN4C,0.0
project_key_SUPERSET,0.0
project_key_SUBMARINE,0.0
project_key_DISCOVERY,0.0
project_key_TREQ,0.0
project_key_LAUNCHER,0.0
project_key_TRANSPORTS,0.0
project_key_TRANSACTION,0.0
project_key_LABS,0.0
project_key_HTTPASYNC,0.0
project_key_TILESSHOW,0.0
project_key_TILESSHARED,0.0
project_key_TILESSB,0.0
project_key_HTRACE,0.0
project_key_MACR,0.0
project_key_LOKAHI,0.0
project_key_TEXEN,0.0
project_key_DBUTILS,0.0
project_key_DBF,0.0
project_key_DAYTRADER,0.0
project_key_COMPRESS,0.0
project_key_COMMONSSITE,0.0
project_key_COMMONSRDF,0.0
project_key_LOG4PHP,0.0
project_key_JDKIM,0.0
project_key_COCOON3,0.0
project_key_JCRVLT,0.0
project_key_CMDA,0.0
project_key_CLOWNFISH,0.0
project_key_Unknown,0.0
project_key_JCRTCK,0.0
project_key_UNOMI,0.0
project_key_TWILL,0.0
project_key_TST,0.0
project_key_TSIK,0.0
project_key_TRIPLES,0.0
project_key_CHAIN,0.0
project_key_CENTRAL,0.0
project_key_JCRSITE,0.0
project_key_WHISKER,0.0
project_key_JCRSERVLET,0.0
project_key_WHIMSY,0.0
project_key_JCRRMI,0.0
project_key_WEAVER,0.0
project_key_WAVE,0.0
project_key_WADI,0.0
project_key_MEAR,0.0
project_key_VXQUERY,0.0
project_key_VELOCITYSB,0.0
project_key_MDOCCK,0.0
project_key_COR,0.0
project_key_CONCERTED,0.0
project_key_BEANUTILS,0.0
project_key_MDOAP,0.0
project_key_MAVIBOT,0.0
project_key_XAP,0.0
project_key_MASFRES,0.0
project_key_WSRP4J,0.0
project_key_WSCOMMONS,0.0
